q0_0, q0_1, q0_2, q0_3, q0_4, q0_5, q0_6, q1_0, q1_1, q1_2, q1_3, q1_4, q1_5, q1_6, x, x_prec, y, y_prec, z, z_prec
0.33383, 0.33125, 0.128589, 0.404364, 0.274985, 0.507214, 0, 0.355588, 0.327865, 0.128589, 0.404364, 0.281754, 0.507214, 0, -0.00555156, 0.0162485, -0.00748251, 0.0162485, -0.00828465, 0.0162485
0.328508, 0.332078, 0.128589, 0.404364, 0.273329, 0.507214, 0, 0.447057, 0.313637, 0.128589, 0.404364, 0.310211, 0.507214, 0, -0.00961362, 0.0162884, -0.00478984, 0.0162884, -0.00788742, 0.0162884
0.913226, 0.374563, 0.128589, 0.404364, 0.188358, 0.507214, 0, 0.806868, 0.358019, 0.128589, 0.404364, 0.221447, 0.507214, 0, -0.00873739, 0.0162914, -0.00396599, 0.0162914, -0.0097134, 0.0162914
-0.0669648, 0.393596, 0.128589, 0.404364, 0.150293, 0.507214, 0, 0.0227644, 0.379638, 0.128589, 0.404364, 0.178209, 0.507214, 0, -0.00204819, 0.0162686, 0.00895416, 0.0162686, -2.89139e-05, 0.0162686
0.106911, 0.366549, 0.128589, 0.404364, 0.204388, 0.507214, 0, 0.307585, 0.335333, 0.128589, 0.404364, 0.26682, 0.507214, 0, -0.00496616, 0.016149, 0.000656167, 0.016149, -0.00494354, 0.016149
0.646594, 0.333087, 0.128589, 0.404364, 0.27131, 0.507214, 0, 0.284505, 0.276762, 0.128589, 0.404364, 0.38396, 0.507214, 0, -0.000190528, 0.0287145, 0.423816, 0.0287145, 0.00323881, 0.0287145
0.256329, 0.343306, 0.128589, 0.404364, 0.250874, 0.507214, 0, 0.48601, 0.307577, 0.128589, 0.404364, 0.32233, 0.507214, 0, 0.00660325, 0.0176477, -0.0549225, 0.0176477, 0.0094184, 0.0176477
0.726066, 0.34545, 0.128589, 0.404364, 0.246586, 0.507214, 0, 0.203384, 0.264144, 0.128589, 0.404364, 0.409198, 0.507214, 0, -0.00490196, 0.0300202, 0.467341, 0.0300202, 0.00690873, 0.0300202
0.0405736, 0.376868, 0.128589, 0.404364, 0.18375, 0.507214, 0, 0.317684, 0.333761, 0.128589, 0.404364, 0.269962, 0.507214, 0, -0.00898543, 0.0162696, 0.00478276, 0.0162696, -0.002214, 0.0162696
0.137372, 0.36181, 0.128589, 0.404364, 0.213865, 0.507214, 0, 0.797068, 0.259191, 0.128589, 0.404364, 0.419104, 0.507214, 0, -0.0132643, 0.0333878, -0.579595, 0.0333878, -0.204915, 0.0333878
-0.0346722, 0.388572, 0.128589, 0.404364, 0.16034, 0.507214, 0, 0.514073, 0.303212, 0.128589, 0.404364, 0.331061, 0.507214, 0, 0.00804867, 0.0190056, -0.100188, 0.0190056, 0.00934161, 0.0190056
0.674003, 0.337351, 0.128589, 0.404364, 0.262783, 0.507214, 0, 0.184835, 0.261258, 0.128589, 0.404364, 0.414969, 0.507214, 0, -0.00442937, 0.0304271, 0.480902, 0.0304271, -0.00168911, 0.0304271
0.0878672, 0.369511, 0.128589, 0.404364, 0.198463, 0.507214, 0, 0.795535, 0.259429, 0.128589, 0.404364, 0.418627, 0.507214, 0, -0.0115092, 0.0334446, -0.581487, 0.0334446, -0.203541, 0.0334446
0.910904, 0.374202, 0.128589, 0.404364, 0.189081, 0.507214, 0, 0.18896, 0.2619, 0.128589, 0.404364, 0.413685, 0.507214, 0, -0.00579281, 0.0300439, 0.468131, 0.0300439, -0.00712173, 0.0300439
0.145061, 0.360614, 0.128589, 0.404364, 0.216257, 0.507214, 0, 0.340516, 0.33021, 0.128589, 0.404364, 0.277065, 0.507214, 0, 0.00237369, 0.0161293, -0.000231875, 0.0161293, 0.00431017, 0.0161293
0.921286, 0.375817, 0.128589, 0.404364, 0.185851, 0.507214, 0, 0.694826, 0.34059, 0.128589, 0.404364, 0.256305, 0.507214, 0, -0.00642238, 0.0162666, -0.00888651, 0.0162666, -0.000119074, 0.0162666
0.716247, 0.343922, 0.128589, 0.404364, 0.24964, 0.507214, 0, 0.44436, 0.301629, 0.128589, 0.404364, 0.334227, 0.507214, 0, 0.00408977, 0.0215152, 0.18384, 0.0215152, -0.00370373, 0.0215152
0.762698, 0.351148, 0.128589, 0.404364, 0.235189, 0.507214, 0, 0.504645, 0.311006, 0.128589, 0.404364, 0.315472, 0.507214, 0, 0.0073239, 0.0184113, 0.0803752, 0.0184113, 0.00750151, 0.0184113
0.27299, 0.340714, 0.128589, 0.404364, 0.256057, 0.507214, 0, 0.319198, 0.333526, 0.128589, 0.404364, 0.270433, 0.507214, 0, -0.00523504, 0.0162538, -0.00846143, 0.0162538, 0.00562647, 0.0162538
0.777847, 0.353505, 0.128589, 0.404364, 0.230476, 0.507214, 0, 0.162761, 0.257824, 0.128589, 0.404364, 0.421836, 0.507214, 0, 0.000953796, 0.0301007, 0.470023, 0.0301007, 0.00785841, 0.0301007
0.617868, 0.328619, 0.128589, 0.404364, 0.280247, 0.507214, 0, 0.493605, 0.309289, 0.128589, 0.404364, 0.318907, 0.507214, 0, -0.000557139, 0.0187705, 0.0923498, 0.0187705, -0.00922524, 0.0187705
0.808776, 0.358316, 0.128589, 0.404364, 0.220854, 0.507214, 0, 0.312438, 0.281107, 0.128589, 0.404364, 0.37527, 0.507214, 0, -0.0148929, 0.0279654, 0.398848, 0.0279654, 0.00699112, 0.0279654
0.209766, 0.350549, 0.128589, 0.404364, 0.236387, 0.507214, 0, 0.220374, 0.348899, 0.128589, 0.404364, 0.239688, 0.507214, 0, -0.00249171, 0.0162687, 0.00501869, 0.0162687, 0.00895532, 0.0162687
-0.0568059, 0.392016, 0.128589, 0.404364, 0.153454, 0.507214, 0, 0.0575612, 0.374225, 0.128589, 0.404364, 0.189035, 0.507214, 0, -0.00321002, 0.016211, -0.00703173, 0.016211, 0.00196892, 0.016211
0.737835, 0.34728, 0.128589, 0.404364, 0.242924, 0.507214, 0, 0.588612, 0.324068, 0.128589, 0.404364, 0.289349, 0.507214, 0, 0.00359067, 0.0162699, -0.00899809, 0.0162699, -0.00133775, 0.0162699
1.00777, 0.389271, 0.128589, 0.404364, 0.158943, 0.507214, 0, 0.512069, 0.312161, 0.128589, 0.404364, 0.313162, 0.507214, 0, 0.0107141, 0.0176335, 0.0544487, 0.0176335, -0.00685803, 0.0176335
0.835097, 0.36241, 0.128589, 0.404364, 0.212665, 0.507214, 0, 0.733719, 0.34664, 0.128589, 0.404364, 0.244205, 0.507214, 0, 0.00221773, 0.0162715, -0.00611609, 0.0162715, 0.00904845, 0.0162715
-0.0474064, 0.390553, 0.128589, 0.404364, 0.156378, 0.507214, 0, 0.63283, 0.284739, 0.128589, 0.404364, 0.368007, 0.507214, 0, 0.00543137, 0.0255878, -0.319595, 0.0255878, -0.00958829, 0.0255878
0.797321, 0.356534, 0.128589, 0.404364, 0.224417, 0.507214, 0, 0.379608, 0.291556, 0.128589, 0.404364, 0.354373, 0.507214, 0, -0.00631222, 0.0245292, 0.284307, 0.0245292, -0.000429446, 0.0245292
0.220168, 0.348931, 0.128589, 0.404364, 0.239624, 0.507214, 0, 0.592537, 0.291007, 0.128589, 0.404364, 0.355472, 0.507214, 0, 0.00733384, 0.0234997, -0.24999, 0.0234997, -0.00671455, 0.0234997
0.0712853, 0.37209, 0.128589, 0.404364, 0.193305, 0.507214, 0, 0.195762, 0.352727, 0.128589, 0.404364, 0.232031, 0.507214, 0, 0.00229191, 0.0162796, -0.00104246, 0.0162796, 0.00932038, 0.0162796
0.277037, 0.340084, 0.128589, 0.404364, 0.257316, 0.507214, 0, 0.45056, 0.313092, 0.128589, 0.404364, 0.311301, 0.507214, 0, 0.0078452, 0.01624, -0.00800131, 0.01624, 0.00507555, 0.01624
0.133988, 0.362336, 0.128589, 0.404364, 0.212812, 0.507214, 0, 0.493454, 0.30642, 0.128589, 0.404364, 0.324646, 0.507214, 0, 0.00484212, 0.0183962, -0.0798718, 0.0183962, -0.00376117, 0.0183962
0.947229, 0.379853, 0.128589, 0.404364, 0.177779, 0.507214, 0, 0.30415, 0.279818, 0.128589, 0.404364, 0.377848, 0.507214, 0, -0.0134758, 0.0282815, 0.409383, 0.0282815, -0.00479933, 0.0282815
1.03656, 0.393749, 0.128589, 0.404364, 0.149987, 0.507214, 0, 1.00673, 0.389108, 0.128589, 0.404364, 0.159268, 0.507214, 0, 0.00972228, 0.0162917, -0.00799131, 0.0162917, 0.00316646, 0.0162917
0.880383, 0.369455, 0.128589, 0.404364, 0.198576, 0.507214, 0, 0.869142, 0.367706, 0.128589, 0.404364, 0.202073, 0.507214, 0, 0.00692859, 0.0162151, 0.00716907, 0.0162151, -0.000131987, 0.0162151
0.699446, 0.341309, 0.128589, 0.404364, 0.254867, 0.507214, 0, 0.633905, 0.331114, 0.128589, 0.404364, 0.275258, 0.507214, 0, 0.000227512, 0.0161173, -0.00390848, 0.0161173, 0.0011715, 0.0161173
0.794789, 0.35614, 0.128589, 0.404364, 0.225205, 0.507214, 0, 0.723387, 0.345033, 0.128589, 0.404364, 0.247419, 0.507214, 0, -0.00337781, 0.0161765, 0.00295432, 0.0161765, -0.00588208, 0.0161765
0.908343, 0.373804, 0.128589, 0.404364, 0.189877, 0.507214, 0, 0.845395, 0.364012, 0.128589, 0.404364, 0.209461, 0.507214, 0, -0.00865464, 0.0162596, -0.00758615, 0.0162596, 0.00800349, 0.0162596
0.644245, 0.332722, 0.128589, 0.404364, 0.272041, 0.507214, 0, 0.641745, 0.332333, 0.128589, 0.404364, 0.272819, 0.507214, 0, 0.00962427, 0.0162887, 0.00773499, 0.0162887, 0.00426473, 0.0162887
0.120905, 0.364372, 0.128589, 0.404364, 0.208742, 0.507214, 0, 0.800175, 0.258707, 0.128589, 0.404364, 0.42007, 0.507214, 0, -0.017123, 0.0342559, -0.608528, 0.0342559, -0.201745, 0.0342559
0.109662, 0.36612, 0.128589, 0.404364, 0.205244, 0.507214, 0, 0.691417, 0.275625, 0.128589, 0.404364, 0.386234, 0.507214, 0, -0.0164713, 0.0288074, -0.426914, 0.0288074, 5.92944e-05, 0.0288074
0.660475, 0.335247, 0.128589, 0.404364, 0.266992, 0.507214, 0, 0.42151, 0.298074, 0.128589, 0.404364, 0.341337, 0.507214, 0, 0.00504036, 0.0223963, 0.213211, 0.0223963, -0.00316207, 0.0223963
0.970444, 0.383464, 0.128589, 0.404364, 0.170557, 0.507214, 0, 0.713647, 0.343518, 0.128589, 0.404364, 0.250449, 0.507214, 0, 0.00506677, 0.0162574, -0.00857846, 0.0162574, 0.00815764, 0.0162574
0.068771, 0.372481, 0.128589, 0.404364, 0.192522, 0.507214, 0, 0.305852, 0.335602, 0.128589, 0.404364, 0.266281, 0.507214, 0, 0.00633456, 0.0162391, -0.00797124, 0.0162391, -0.000475267, 0.0162391
0.938236, 0.378454, 0.128589, 0.404364, 0.180577, 0.507214, 0, 0.908829, 0.373879, 0.128589, 0.404364, 0.189726, 0.507214, 0, -0.00368744, 0.0161106, 0.00196422, 0.0161106, 0.000217851, 0.0161106
0.231075, 0.347234, 0.128589, 0.404364, 0.243017, 0.507214, 0, 0.715338, 0.271904, 0.128589, 0.404364, 0.393677, 0.507214, 0, -0.0136755, 0.0298047, -0.460158, 0.0298047, -0.00291553, 0.0298047
0.287549, 0.338449, 0.128589, 0.404364, 0.260587, 0.507214, 0, 0.459585, 0.311688, 0.128589, 0.404364, 0.314109, 0.507214, 0, 0.00604393, 0.016279, -0.00471919, 0.016279, 0.0092985, 0.016279
0.686372, 0.339275, 0.128589, 0.404364, 0.258935, 0.507214, 0, 0.396759, 0.294224, 0.128589, 0.404364, 0.349037, 0.507214, 0, 0.00263781, 0.0239639, 0.265464, 0.0239639, 0.0021087, 0.0239639
0.740608, 0.347712, 0.128589, 0.404364, 0.242061, 0.507214, 0, 0.617151, 0.328507, 0.128589, 0.404364, 0.28047, 0.507214, 0, -0.00349121, 0.0161047, -0.00156996, 0.0161047, -0.000513186, 0.0161047
-0.0422148, 0.389746, 0.128589, 0.404364, 0.157993, 0.507214, 0, 0.270455, 0.341108, 0.128589, 0.404364, 0.255268, 0.507214, 0, -0.0064979, 0.0162825, -0.00386145, 0.0162825, -0.00941529, 0.0162825
1.04361, 0.394845, 0.128589, 0.404364, 0.147794, 0.507214, 0, 0.251782, 0.271672, 0.128589, 0.404364, 0.394141, 0.507214, 0, -0.0126017, 0.0295657, 0.452191, 0.0295657, -0.00148864, 0.0295657
-0.0814034, 0.395842, 0.128589, 0.404364, 0.145801, 0.507214, 0, 0.684836, 0.276649, 0.128589, 0.404364, 0.384187, 0.507214, 0, -0.00321914, 0.0283999, -0.41333, 0.0283999, -0.0031549, 0.0283999
0.13371, 0.36238, 0.128589, 0.404364, 0.212726, 0.507214, 0, 0.692865, 0.2754, 0.128589, 0.404364, 0.386685, 0.507214, 0, -0.0100483, 0.0294288, -0.447626, 0.0294288, -0.00287609, 0.0294288
0.235668, 0.34652, 0.128589, 0.404364, 0.244446, 0.507214, 0, 0.381193, 0.323882, 0.128589, 0.404364, 0.28972, 0.507214, 0, 0.00506255, 0.0162275, 0.00121464, 0.0162275, 0.00758231, 0.0162275
0.743734, 0.348198, 0.128589, 0.404364, 0.241089, 0.507214, 0, 0.320533, 0.282367, 0.128589, 0.404364, 0.372751, 0.507214, 0, 0.00464056, 0.0276923, 0.389745, 0.0276923, -0.00834354, 0.0276923
0.305807, 0.335609, 0.128589, 0.404364, 0.266267, 0.507214, 0, 0.497069, 0.305857, 0.128589, 0.404364, 0.325771, 0.507214, 0, 0.00216512, 0.0180425, -0.0680847, 0.0180425, 0.00343864, 0.0180425
0.895657, 0.371831, 0.128589, 0.404364, 0.193824, 0.507214, 0, 0.555346, 0.318893, 0.128589, 0.404364, 0.299699, 0.507214, 0, -0.00102842, 0.01629, -0.00966629, 0.01629, 0.0052049, 0.01629
0.719209, 0.344383, 0.128589, 0.404364, 0.248719, 0.507214, 0, 0.495277, 0.309549, 0.128589, 0.404364, 0.318387, 0.507214, 0, -0.0070408, 0.0187351, 0.0911708, 0.0187351, 0.00431708, 0.0187351
0.0596929, 0.373893, 0.128589, 0.404364, 0.189698, 0.507214, 0, 0.464005, 0.311, 0.128589, 0.404364, 0.315484, 0.507214, 0, 0.00817439, 0.0169653, -0.0321775, 0.0169653, 0.00938039, 0.0169653
0.112533, 0.365674, 0.128589, 0.404364, 0.206137, 0.507214, 0, 0.750916, 0.26637, 0.128589, 0.404364, 0.404745, 0.507214, 0, -0.0194781, 0.0304246, -0.48082, 0.0304246, 0.00477963, 0.0304246
0.0154269, 0.380779, 0.128589, 0.404364, 0.175926, 0.507214, 0, 0.0552948, 0.374578, 0.128589, 0.404364, 0.18833, 0.507214, 0, -0.0099891, 0.0162997, -0.00546111, 0.0162997, -0.00665565, 0.0162997
1.00743, 0.389217, 0.128589, 0.404364, 0.15905, 0.507214, 0, 0.771321, 0.352489, 0.128589, 0.404364, 0.232506, 0.507214, 0, -0.00761442, 0.0162284, 0.000111428, 0.0162284, 0.000776881, 0.0162284
0.904821, 0.373256, 0.128589, 0.404364, 0.190973, 0.507214, 0, 0.85115, 0.364907, 0.128589, 0.404364, 0.207671, 0.507214, 0, -0.0019131, 0.0161869, -0.0062315, 0.0161869, 0.00590137, 0.0161869
0.990991, 0.38666, 0.128589, 0.404364, 0.164164, 0.507214, 0, 0.506759, 0.311335, 0.128589, 0.404364, 0.314814, 0.507214, 0, 0.00553534, 0.018335, 0.0778334, 0.018335, 0.00444354, 0.018335
0.760992, 0.350883, 0.128589, 0.404364, 0.23572, 0.507214, 0, 0.508271, 0.31157, 0.128589, 0.404364, 0.314344, 0.507214, 0, -0.00219123, 0.0182113, 0.0737086, 0.0182113, -0.00555215, 0.0182113
0.970742, 0.38351, 0.128589, 0.404364, 0.170464, 0.507214, 0, 0.662023, 0.335487, 0.128589, 0.404364, 0.26651, 0.507214, 0, -0.00862124, 0.0162586, -0.00819374, 0.0162586, 0.00736589, 0.0162586
1.00436, 0.38874, 0.128589, 0.404364, 0.160005, 0.507214, 0, 0.805683, 0.357835, 0.128589, 0.404364, 0.221816, 0.507214, 0, -0.0068216, 0.0162156, 0.00718606, 0.0162156, -0.0053212, 0.0162156
0.0817857, 0.370457, 0.128589, 0.404364, 0.196571, 0.507214, 0, 0.521286, 0.30209, 0.128589, 0.404364, 0.333305, 0.507214, 0, -0.00659443, 0.0197596, -0.12532, 0.0197596, 0.00337182, 0.0197596
0.189221, 0.353745, 0.128589, 0.404364, 0.229996, 0.507214, 0, 0.778304, 0.262109, 0.128589, 0.404364, 0.413266, 0.507214, 0, -0.0207691, 0.032991, -0.566367, 0.032991, -0.209195, 0.032991
0.209141, 0.350646, 0.128589, 0.404364, 0.236193, 0.507214, 0, 0.632544, 0.284783, 0.128589, 0.404364, 0.367918, 0.507214, 0, -0.00363938, 0.0257963, -0.326544, 0.0257963, 0.00842828, 0.0257963
0.927391, 0.376767, 0.128589, 0.404364, 0.183951, 0.507214, 0, 0.276056, 0.275448, 0.128589, 0.404364, 0.386589, 0.507214, 0, -0.0101488, 0.0290069, 0.433564, 0.0290069, -0.00523218, 0.0290069
0.975158, 0.384197, 0.128589, 0.404364, 0.16909, 0.507214, 0, 0.318986, 0.282126, 0.128589, 0.404364, 0.373233, 0.507214, 0, -0.0111407, 0.0282578, 0.408592, 0.0282578, 0.00252973, 0.0282578
0.856854, 0.365794, 0.128589, 0.404364, 0.205896, 0.507214, 0, 0.818929, 0.359895, 0.128589, 0.404364, 0.217695, 0.507214, 0, 0.00117162, 0.0162114, -0.00704644, 0.0162114, 0.000291194, 0.0162114
0.805263, 0.357769, 0.128589, 0.404364, 0.221947, 0.507214, 0, 0.16571, 0.258283, 0.128589, 0.404364, 0.420919, 0.507214, 0, -0.00480909, 0.0309418, 0.49806, 0.0309418, -0.0017489, 0.0309418
0.968678, 0.383189, 0.128589, 0.404364, 0.171106, 0.507214, 0, 0.865926, 0.367206, 0.128589, 0.404364, 0.203074, 0.507214, 0, 0.00434859, 0.0161305, 0.000910603, 0.0161305, -0.000137085, 0.0161305
0.96035, 0.381894, 0.128589, 0.404364, 0.173697, 0.507214, 0, 0.606861, 0.326907, 0.128589, 0.404364, 0.283672, 0.507214, 0, -0.0019229, 0.0162905, 0.00238191, 0.0162905, 0.00968235, 0.0162905
0.199833, 0.352094, 0.128589, 0.404364, 0.233297, 0.507214, 0, 0.656978, 0.280982, 0.128589, 0.404364, 0.37552, 0.507214, 0, -0.00756731, 0.0274519, -0.38173, 0.0274519, 0.0054274, 0.0274519
1.03924, 0.394166, 0.128589, 0.404364, 0.149153, 0.507214, 0, 0.289038, 0.277468, 0.128589, 0.404364, 0.38255, 0.507214, 0, -0.0117163, 0.0287726, 0.425754, 0.0287726, -0.00355235, 0.0287726
0.792478, 0.35578, 0.128589, 0.404364, 0.225924, 0.507214, 0, 0.604331, 0.326513, 0.128589, 0.404364, 0.284459, 0.507214, 0, 0.00229323, 0.0161663, 0.00554198, 0.0161663, -0.00342871, 0.0161663
0.308914, 0.335126, 0.128589, 0.404364, 0.267234, 0.507214, 0, 0.500349, 0.305347, 0.128589, 0.404364, 0.326791, 0.507214, 0, 0.00782037, 0.0180897, -0.0696557, 0.0180897, 0.00902977, 0.0180897
0.920212, 0.37565, 0.128589, 0.404364, 0.186185, 0.507214, 0, 0.35384, 0.287548, 0.128589, 0.404364, 0.362389, 0.507214, 0, -0.00710935, 0.0262123, 0.34041, 0.0262123, -0.00435844, 0.0262123
0.109963, 0.366074, 0.128589, 0.404364, 0.205338, 0.507214, 0, 0.730851, 0.269491, 0.128589, 0.404364, 0.398503, 0.507214, 0, -0.030415, 0.0334748, -0.582495, 0.0334748, -0.194386, 0.0334748
0.810434, 0.358574, 0.128589, 0.404364, 0.220338, 0.507214, 0, 0.713323, 0.343467, 0.128589, 0.404364, 0.25055, 0.507214, 0, -0.00143379, 0.0161079, -0.00359679, 0.0161079, -0.00286823, 0.0161079
0.158508, 0.358522, 0.128589, 0.404364, 0.220441, 0.507214, 0, 0.202534, 0.351674, 0.128589, 0.404364, 0.234138, 0.507214, 0, 0.00867504, 0.016281, 0.00936518, 0.016281, -0.00664648, 0.016281
0.169948, 0.356743, 0.128589, 0.404364, 0.224, 0.507214, 0, 0.419604, 0.317907, 0.128589, 0.404364, 0.301671, 0.507214, 0, 0.000258833, 0.0162422, -0.002544, 0.0162422, -0.00807455, 0.0162422
0.930955, 0.377321, 0.128589, 0.404364, 0.182842, 0.507214, 0, 0.722387, 0.344877, 0.128589, 0.404364, 0.24773, 0.507214, 0, 0.00745603, 0.0162237, -5.1513e-05, 0.0162237, 0.00389232, 0.0162237
0.131371, 0.362744, 0.128589, 0.404364, 0.211998, 0.507214, 0, 0.607215, 0.288723, 0.128589, 0.404364, 0.360038, 0.507214, 0, -0.00637062, 0.024386, -0.279532, 0.024386, -0.00821316, 0.024386
0.860645, 0.366384, 0.128589, 0.404364, 0.204717, 0.507214, 0, 0.212956, 0.265633, 0.128589, 0.404364, 0.40622, 0.507214, 0, -0.00397931, 0.0299832, 0.466106, 0.0299832, 0.000467526, 0.0299832
0.85739, 0.365878, 0.128589, 0.404364, 0.205729, 0.507214, 0, 0.229948, 0.268276, 0.128589, 0.404364, 0.400933, 0.507214, 0, -0.00184312, 0.0295181, 0.450603, 0.0295181, 0.00933576, 0.0295181
-0.00494713, 0.383949, 0.128589, 0.404364, 0.169588, 0.507214, 0, 0.0480531, 0.375704, 0.128589, 0.404364, 0.186077, 0.507214, 0, -0.00143601, 0.0160997, 0.00293928, 0.0160997, -0.00332375, 0.0160997
0.265233, 0.341921, 0.128589, 0.404364, 0.253644, 0.507214, 0, 0.27488, 0.34042, 0.128589, 0.404364, 0.256645, 0.507214, 0, -0.00729833, 0.0162542, -0.00847279, 0.0162542, 0.00496158, 0.0162542
0.317913, 0.333726, 0.128589, 0.404364, 0.270033, 0.507214, 0, 0.728803, 0.26981, 0.128589, 0.404364, 0.397866, 0.507214, 0, -0.0141547, 0.030468, -0.482266, 0.030468, -0.00570522, 0.030468
0.110189, 0.366039, 0.128589, 0.404364, 0.205408, 0.507214, 0, 0.128755, 0.36315, 0.128589, 0.404364, 0.211184, 0.507214, 0, -6.70133e-05, 0.0162861, 0.00407914, 0.0162861, 0.0095382, 0.0162861
0.817991, 0.359749, 0.128589, 0.404364, 0.217987, 0.507214, 0, 0.731266, 0.346259, 0.128589, 0.404364, 0.244968, 0.507214, 0, -0.00790798, 0.0162372, 0.00631631, 0.0162372, -0.00385618, 0.0162372
0.766053, 0.35167, 0.128589, 0.404364, 0.234145, 0.507214, 0, 0.209566, 0.265105, 0.128589, 0.404364, 0.407274, 0.507214, 0, -0.0120183, 0.0294442, 0.448142, 0.0294442, -0.00608534, 0.0294442
0.0214717, 0.379839, 0.128589, 0.404364, 0.177807, 0.507214, 0, 0.680985, 0.277248, 0.128589, 0.404364, 0.382989, 0.507214, 0, -0.0108956, 0.0284931, -0.416438, 0.0284931, -0.00638057, 0.0284931
0.925042, 0.376402, 0.128589, 0.404364, 0.184682, 0.507214, 0, 0.560398, 0.319679, 0.128589, 0.404364, 0.298127, 0.507214, 0, 0.0030236, 0.0162168, -0.00599464, 0.0162168, -0.00722547, 0.0162168
0.230014, 0.347399, 0.128589, 0.404364, 0.242687, 0.507214, 0, 0.40313, 0.32047, 0.128589, 0.404364, 0.296545, 0.507214, 0, 0.00756064, 0.0162268, 0.00346016, 0.0162268, -0.00106268, 0.0162268
1.04434, 0.394958, 0.128589, 0.404364, 0.147568, 0.507214, 0, 0.782531, 0.354233, 0.128589, 0.404364, 0.229019, 0.507214, 0, -0.00378822, 0.0162583, 0.00860961, 0.0162583, -0.00458198, 0.0162583
